Timestamp,TotalGazeTime,IsGazing,FocusPosition,BallColor,BallScale,TriggerCount
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:22,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:23,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
